A0A0B4J2A2	P15425	0.01861324239840864
A0A0B4J2A2	P25007	0.032679738562091505
A0A0B4J2A2	Q9V3G3	0.027990906507530548
A0A0B4J2F2	A1Z7T0	0.01676612674055129
A0A0B4J2F2	A1Z9X0	0.019820971867007674
A0A0B4J2F2	A8DYP0	0.012627877237851665
A0A0B4J2F2	O61267	0.025859619210002842
A0A0B4J2F2	O61443	0.011764705882352941
A0A0B4J2F2	O61661	0.02124183006535948
A0A0B4J2F2	O62618	0.011764705882352941
A0A0B4J2F2	O97143	0.023017902813299237
A0A0B4J2F2	P00522	0.013022165387894288
A0A0B4J2F2	P00528	0.011224779766979257
A0A0B4J2F2	P05130	0.01619778346121057
A0A0B4J2F2	P08181	0.010450412048877521
A0A0B4J2F2	P11346	0.010969025291275927
A0A0B4J2F2	P12370	0.02230747371412333
A0A0B4J2F2	P13677	0.017618641659562374
A0A0B4J2F2	P13678	0.018897414038079
A0A0B4J2F2	P16912	0.020886615515771527
A0A0B4J2F2	P18106	0.011878374538221085
A0A0B4J2F2	P18431	0.013022165387894288
A0A0B4J2F2	P23572	0.014990053992611538
A0A0B4J2F2	P23573	0.014919011082693947
A0A0B4J2F2	P23647	0.021170787155441892
A0A0B4J2F2	P32865	0.012091503267973857
A0A0B4J2F2	P32866	0.012389883489627732
A0A0B4J2F2	P40417	0.010883773799374821
A0A0B4J2F2	P48609	0.014279624893435637
A0A0B4J2F2	P49071	0.01932367149758454
A0A0B4J2F2	P49657	0.010585393577720944
A0A0B4J2F2	P49762	0.010258596192100029
A0A0B4J2F2	P52304	0.020176186416595625
A0A0B4J2F2	P83099	0.017618641659562374
A0A0B4J2F2	P83100	0.014208581983518044
A0A0B4J2F2	P83101	0.012674055129298095
A0A0B4J2F2	P92208	0.012745098039215686
A0A0B4J2F2	Q00168	0.023017902813299237
A0A0B4J2F2	Q03042	0.018755328218243817
A0A0B4J2F2	Q03043	0.01967888604717249
A0A0B4J2F2	Q07407	0.01116794543904518
A0A0B4J2F2	Q09147	0.012148337595907928
A0A0B4J2F2	Q0KHQ5	0.01222648479681728
A0A0B4J2F2	Q23977	0.010208866155157715
A0A0B4J2F2	Q24145	0.012262006251776071
A0A0B4J2F2	Q24210	0.01932367149758454
A0A0B4J2F2	Q24324	0.013597612958226769
A0A0B4J2F2	Q7PLI7	0.023586246092639956
A0A0B4J2F2	Q8INB9	0.02188121625461779
A0A0B4J2F2	Q8T0S6	0.014208581983518044
A0A0B4J2F2	Q9NBK5	0.014350667803353225
A0A0B4J2F2	Q9V3I5	0.013643790849673204
A0A0B4J2F2	Q9V3Q6	0.0114947428246661
A0A0B4J2F2	Q9V3Z1	0.01228331912475135
A0A0B4J2F2	Q9V9J3	0.012560386473429951
A0A0B4J2F2	Q9VA38	0.013491048593350385
A0A0B4J2F2	Q9VBW3	0.0103154305200341
A0A0B4J2F2	Q9VEZ5	0.011139528275078149
A0A0B4J2F2	Q9VI13	0.014919011082693947
A0A0B4J2F2	Q9VKN7	0.021312872975277068
A0A0B4J2F2	Q9VP22	0.014904802500710431
A0A0B4J2F2	Q9VPC0	0.009690252912759306
